source_id,companies,symbols,target_sectors,evidence_role,source_title_year,source_url,source_page,evidence_status,source_type,source_tier,local_snapshot,download_status,http_status,final_url,content_type,bytes,sha256,pages,retrieved_at,retrieval_note
SRC-021,British American Tobacco (Malaysia) Berhad,BAT,Consumer Products & Services,Row evidence,BAT Malaysia Annual Report 2025,https://www.batmalaysia.com/content/dam/endmarkets/my/en/download/investors-and-reporting/reporting/BAT_Malaysia_AR2025.pdf,83-86,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_021_British_American_Tobacco_Malaysia_Berhad.pdf,downloaded,,https://www.batmalaysia.com/content/dam/endmarkets/my/en/download/investors-and-reporting/reporting/BAT_Malaysia_AR2025.pdf,application/pdf,23491769,dcaf5ab0db1a338bd80a0d04ba7c07c21fd4c54175b07a622d06da4d51f0efdb,281,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-022,Ajinomoto (Malaysia) Berhad,AJI,Consumer Products & Services,Row evidence,Ajinomoto Annual Report 2025,https://www.ajinomoto.com.my/sites/default/files/content/annual-report/2025-07/ajinomoto-2025-annual-report.pdf,169,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_022_Ajinomoto_Malaysia_Berhad.pdf,downloaded,,https://www.ajinomoto.com.my/sites/default/files/content/annual-report/2025-07/ajinomoto-2025-annual-report.pdf,application/pdf,10941285,a0537dbba70370be446ac3bc2f34666e022caab95045fc1f6cae8d15008740fc,199,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-023,Berjaya Food Berhad,BJFOOD,Consumer Products & Services,Row evidence,Berjaya Food Berhad Annual Report 2025,https://www.berjaya.com/pdf/bfood/annual-reports/bfood25.pdf,57 (PDF p.59),Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_023_Berjaya_Food_Berhad.pdf,downloaded,,https://www.berjaya.com/pdf/bfood/annual-reports/bfood25.pdf,application/pdf,5466373,4c19b3e78a0c9ac3351f725b6f37ef201c48512ea96c08b3fa9641adbfff676d,210,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-024,Fraser & Neave Holdings Bhd,F&N,Consumer Products & Services,Row evidence,Fraser & Neave Holdings Bhd Annual Report 2025,https://www.fn.com.my/wp-content/uploads/2025/12/FNHB-AR25.pdf,151,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_024_Fraser_Neave_Holdings_Bhd.pdf,downloaded,,https://www.fn.com.my/wp-content/uploads/2025/12/FNHB-AR25.pdf,application/pdf,28971772,81a6ae793bf7f2ac09e5d2a1f7d8ffa74594004a4eabb13cd5cdc4089e6e8773,141,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-025,Kawan Food Berhad,KAWAN,Consumer Products & Services,Row evidence,Kawan Food Annual Report 2025,https://kawanfood.com/wp-content/uploads/2026/05/Bursa-Kawan-Food-Berhad-ANNUAL-REPORT-2025.pdf,38,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_025_Kawan_Food_Berhad.pdf,downloaded,,https://kawanfood.com/wp-content/uploads/2026/05/Bursa-Kawan-Food-Berhad-ANNUAL-REPORT-2025.pdf,application/pdf,2892354,312cad73023aacf9a69a4135957d6c5125f7469d0cee8bee73560e06e6e85e45,122,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-026,PETRONAS Dagangan Berhad,PETDAG,Consumer Products & Services,Row evidence,PETRONAS Integrated Report 2025 (group-wide source),https://www.petronas.com/sites/default/files/uploads/PIR%202025/PETRONAS%20Integrated%20Report%202025.pdf,People - employee benefits,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_026_PETRONAS_Dagangan_Berhad.pdf,downloaded,,https://www.petronas.com/sites/default/files/uploads/PIR%202025/PETRONAS%20Integrated%20Report%202025.pdf,application/pdf,10849024,a4758ac4ce5fab5d4aeb1456b881a53247a14acdc20c809f0463606caeb429d5,118,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-027,PPB Group Berhad,PPB,Consumer Products & Services,Row evidence,PPB Sustainability Report 2025,https://www.ppbgroup.com/wp-content/uploads/ppb-sustainability-report-2025.pdf,42,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_027_PPB_Group_Berhad.pdf,downloaded,,https://www.ppbgroup.com/wp-content/uploads/ppb-sustainability-report-2025.pdf,application/pdf,8837434,a4d5c9394acb11933438058d73d5848fbe3f46063bceef15cbf060037efb1f05,39,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-028,QL Resources Berhad,QL,Consumer Products & Services,Row evidence,QL Resources Annual Report 2026,https://ql.listedcompany.com/misc/FlippingBook_PDF_Publisher/Publications/HTML/QL_2026/72-73/,70,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_028_QL_Resources_Berhad.pdf,downloaded,,https://ql.listedcompany.com/misc/FlippingBook_PDF_Publisher/Publications/HTML/QL_2026/72-73/,application/pdf,24079683,cb104a13ae7de80d951ea1848985b9a86d4fc792a002c44588923a3edf407ca3,150,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-029,Sime Darby Berhad,SIME,Consumer Products & Services,Row evidence,Sime Darby Berhad Integrated Report 2025,https://www.sime.com/wp-content/uploads/2025/11/Sime-IR25_Website_Single.pdf,75 (PDF p.78),Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_029_Sime_Darby_Berhad.pdf,downloaded,,https://www.sime.com/wp-content/uploads/2025/11/Sime-IR25_Website_Single.pdf,application/pdf,17275514,fde7bde47d2f932085059e778192065957378cd82d858cb7a68aca49b29d4546,317,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-030,MR D.I.Y. Group (M) Berhad,MRDIY,Consumer Products & Services,Row evidence,MR D.I.Y. Sustainability Report 2025,https://corporate.mrdiy.com/misc/sustainability/MRDIY-Sustainability_Report_2025.pdf,Benefits and Entitlements,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_030_MR_D_I_Y_Group_M_Berhad.pdf,downloaded,,https://corporate.mrdiy.com/misc/sustainability/MRDIY-Sustainability_Report_2025.pdf,application/pdf,23408310,ba38bdea32427b5293d13df30986240e786d3698e2ce4ccb3afb51e222b3565f,87,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-031,Genting Berhad,GENTING,Consumer Products & Services,Row evidence,Genting Sustainability Report 2025,https://www.genting.com/sustainability-reports,Enhancing Workplace Practices,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_031_Genting_Berhad.pdf,downloaded,,https://www.genting.com/sustainability-reports,application/pdf,548091,82d72e8aff031fb46d0c4fe61bf5a6c02fa85afa1333522bad1acf6af38fd925,9,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-032,Nestlé (Malaysia) Berhad,NESTLE,Consumer Products & Services,Row evidence,Nestlé in Society Report 2024,https://www.nestle.com.my/sites/g/files/pydnoa251/files/2025-04/NESTLE-NIS2024.pdf,Employee Compensation and Benefits,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_032_Nestl_Malaysia_Berhad.pdf,downloaded,200,https://cdn1.i3investor.com/my/files/st88k/4707_NESTLE/annual/2024-12-31/4707_NESTLE_AnnualReport_2024-12-31_NESTLEINSOCIETYREPORT2024_PART2_1910805489.pdf,application/pdf,1564070,68baeda55099b4b99f49be2ab18b0e2ea722fdaf12dcc6052098c25c3b71e725,73,2026-09-20T05:29:51Z,Equivalent report PDF retrieved from alternate endpoint: https://cdn1.i3investor.com/my/files/st88k/4707_NESTLE/annual/2024-12-31/4707_NESTLE_AnnualReport_2024-12-31_NESTLEINSOCIETYREPORT2024_PART2_1910805489.pdf
SRC-033,Genting Malaysia Berhad,GENM,Consumer Products & Services,Row evidence,Genting Malaysia Sustainability Report 2025,https://www.gentingmalaysia.com/wp-content/uploads/2026/04/GENM-Sustainability-Report-2025.pdf,82-83,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_033_Genting_Malaysia_Berhad.pdf,downloaded,,https://www.gentingmalaysia.com/wp-content/uploads/2026/04/GENM-Sustainability-Report-2025.pdf,application/pdf,5160364,9eacd925812aaa61549f2ac3830b04f24950e21321b785372de0a3f68de1caf9,145,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-034,Hong Leong Industries Berhad,HLIND,Consumer Products & Services | Industrial Products & Services,Row evidence,Hong Leong Industries Annual Report 2025,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20251006/MYX/MYX_3596525_246230.pdf,61,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_034_Hong_Leong_Industries_Berhad.pdf,downloaded,,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20251006/MYX/MYX_3596525_246230.pdf,application/pdf,1854006,9967204eb18493dc369bf0e6a37c85edd2642d1e1b8216cd97ae111b0c910e5f,194,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-035,MSM Malaysia Holdings Berhad,MSM,Consumer Products & Services,Row evidence,MSM Annual Integrated Report 2025,https://www.insage.com.my/BursaNews/Attachment/202604/20260430/MSM-AN20260430A1-2.pdf,98,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_035_MSM_Malaysia_Holdings_Berhad.pdf,downloaded,,https://www.insage.com.my/BursaNews/Attachment/202604/20260430/MSM-AN20260430A1-2.pdf,application/pdf,2790453,924414bd4918658bfdde81529a14c2ea8b020cd05eb3a852d5d8002f62777485,239,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-036,Heineken Malaysia Berhad,HEIM,Consumer Products & Services,Row evidence,Heineken Malaysia Annual Report 2024,https://www.heinekenmalaysia.com/wp-content/uploads/2025/04/Interactive-Annual-Report-2024.pdf,ESG Review,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_036_Heineken_Malaysia_Berhad.pdf,downloaded,,https://www.heinekenmalaysia.com/wp-content/uploads/2025/04/Interactive-Annual-Report-2024.pdf,application/pdf,31211848,415ead836657a86e2fa75fb667db8e293a2faa3a765e2bc5940c0c606f57cc49,100,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-037,Guan Chong Berhad,GCB,Consumer Products & Services,Row evidence,Guan Chong Integrated Annual Report 2022,https://cdn1.i3investor.com/my/files/st88k/5102_GCB/annual/2022-12-31/5102_GCB_AnnualReport_2022-12-31_AR2022Part3_-895631921.pdf,121,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_037_Guan_Chong_Berhad.pdf,downloaded,,https://cdn1.i3investor.com/my/files/st88k/5102_GCB/annual/2022-12-31/5102_GCB_AnnualReport_2022-12-31_AR2022Part3_-895631921.pdf,application/pdf,2067974,47c71080fa16cac3db6545429e23a5e7d7326b268c901adc6d9692c035be1e17,191,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-038,Eco-Shop Marketing Berhad,ECOSHOP,Consumer Products & Services,Row evidence,Eco-Shop Annual Report 2025,https://investor.eco-shop.com.my/investor-relations/upload/file/Annual-Report-2025.pdf,57,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_038_Eco_Shop_Marketing_Berhad.pdf,downloaded,,https://investor.eco-shop.com.my/investor-relations/upload/file/Annual-Report-2025.pdf,application/pdf,8553840,7f05e10b1d0cff36814f908222e91cef4b34f6775e88844e31e4c0cad671a6d7,188,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-039,Oriental Holdings Berhad,ORIENT,Consumer Products & Services,Row evidence,Oriental Holdings Sustainability Report 2023,https://ohb.com.my/storage/371/Sustainability-Report-FY2023.pdf,67,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_039_Oriental_Holdings_Berhad.pdf,downloaded,,https://ohb.com.my/storage/371/Sustainability-Report-FY2023.pdf,application/pdf,2937342,94562600be980c2ee6ca8a47bfc2d6edc558437ac9f56b52dae57facc08fb456,95,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-040,MST Golf Group Berhad,MSTGOLF,Consumer Products & Services,Row evidence,MST Golf Annual Report 2024,https://www.insage.com.my/BursaNews/Attachment/202504/20250425/MSTGOLF-AN20250425A2-2.pdf,62-64,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_040_MST_Golf_Group_Berhad.pdf,downloaded,,https://www.insage.com.my/BursaNews/Attachment/202504/20250425/MSTGOLF-AN20250425A2-2.pdf,application/pdf,2065072,534d5eb94f59522c3a83705c111590ec30be463d34a6e98c56b5f42761dcddae,219,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-041,Deleum Berhad,DELEUM,Energy,Row evidence,Deleum Berhad Annual Report 2025,https://deleum.com/images/annualReport/AGM2026/%5BWEBSITE%5D%20Deleum%20AR2025.pdf,85,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_041_Deleum_Berhad.pdf,downloaded,,https://deleum.com/images/annualReport/AGM2026/%5BWEBSITE%5D%20Deleum%20AR2025.pdf,application/pdf,9218789,7262c21f52df0a85336caf4a67c90c7e47a3c0b378cdf5bb18efb0dff0e1d296,302,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-042,Samaiden Group Berhad,SAMAIDEN,Energy,Row evidence,Samaiden Annual Report 2025,https://www.insage.com.my/Upload/Docs/SAMAIDEN/Samaiden-Annual%20Report%202025.pdf,70-71,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_042_Samaiden_Group_Berhad.pdf,downloaded,,https://www.insage.com.my/Upload/Docs/SAMAIDEN/Samaiden-Annual%20Report%202025.pdf,application/pdf,14661338,0944d9438bae055a3899160b4804a8adde2b4b2ce0ae6c7415081cd9ba76b46a,108,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
