employer_id,name,search_status,has_report,report_year,report_url,recognition_search_status,no_report_zero_rule_applied,search_completion_note
3336,IJM Corporation Berhad,report_located_and_reviewed,True,2025,https://www.ijm.com/sites/default/files/annualreport-pdf/arc_ar_2025_1.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
4677,YTL Corporation Berhad,report_located_and_reviewed,True,2025,https://www.ytl.com/wp-content/uploads/sites/5/2025/10/YTLGroup_SR_2025.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
6742,YTL Power International Berhad,report_located_and_reviewed,True,2025,https://www.ytl.com/wp-content/uploads/ytles/sites/6/files/miscellaneous/YTLPI_ESG2025.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
5347,Tenaga Nasional Berhad,report_located_and_reviewed,True,2024,https://www.tnb.com.my/sustainability/our-people,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
5183,PETRONAS Chemicals Group Berhad,report_located_and_reviewed,True,2024,https://www.petronas.com/pcg/sites/default/files/uploads/content/pdf/%5BINTERACTIVE%20PDF%5D%20PCG%20SR2024.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
6033,PETRONAS Gas Berhad,report_located_and_reviewed,True,2025,https://www.petronas.com/pgb/integrated-report-2025/assets/pdf/PGB%20Sustainability%20Report%202025.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
5681,PETRONAS Dagangan Berhad,report_located_and_reviewed,True,2025,https://www.mymesra.com.my/integrated-report-2025/,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
7277,Dialog Group Berhad,report_located_and_reviewed,True,2025,https://sr.dialogasia.com/,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
3816,MISC Berhad,report_located_and_reviewed,True,2024,https://www.miscgroup.com/awcontent/Web/Documents/SustainabilityPerformanceData/Talent-Excellence-Performance-Data-SR24_9-Jul-25.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
4863,Telekom Malaysia Berhad,report_located_and_reviewed,True,2025,https://www.tm.com.my/sites/default/files/2026-05/%5BSS%20-%20Part%202%2C%20Except%20SPD%5D%20Telekom%20Malaysia%20Berhad%20IAR25.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
6888,Axiata Group Berhad,report_located_and_reviewed,True,2024,https://sustainability.axiata.com/wp-content/uploads/2025/05/Axiata-Integrated-Annual-Report-2024-Sustainability-At-Core.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
6012,Maxis Berhad,report_located_and_reviewed,True,2025,https://maxis.listedcompany.com/newsroom/Maxis_Integrated_Annual_Report_2025.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
6947,CelcomDigi Berhad,report_located_and_reviewed,True,2025,https://corporate.celcomdigi.com/annualreport,positive_match_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
5031,TIME dotCom Berhad,report_located_and_reviewed,True,2025,https://www.time.com.my/wp-content/uploads/2026/04/Time-Annual-Report-2025.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
4707,Nestle (Malaysia) Berhad,report_located_and_reviewed,True,2024,https://www.nestle.com.my/investors/annual_report,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
3026,Dutch Lady Milk Industries Berhad,report_located_and_reviewed,True,2025,https://www.dutchlady.com.my/ms/report/integrated-annual-report-2025/,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
3689,Fraser & Neave Holdings Bhd,report_located_and_reviewed,True,2025,https://www.fn.com.my/investors/ar2025/,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
7084,QL Resources Berhad,report_located_and_reviewed,True,2024,https://ql.com.my/wp-content/uploads/2024/07/QL-IAR2024_Key-Performance-Indicator.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
4065,PPB Group Berhad,report_located_and_reviewed,True,2025,https://www.ppbgroup.com/wp-content/uploads/ppb-sustainability-report-2025.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
5296,MR D.I.Y. Group (M) Berhad,report_located_and_reviewed,True,2025,https://corporate.mrdiy.com/misc/sustainability/MRDIY-Sustainability_Report_2025.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
5326,99 Speed Mart Retail Holdings Berhad,report_located_and_reviewed,True,2025,https://99speedmart.com.my/wp-content/uploads/2026/04/99SMART-Integrated-Annual-Report-2025.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
6599,AEON Co. (M) Bhd,report_located_and_reviewed,True,2025,https://aeongroupmalaysia.com/iar2025/assets/pdf/Download/AEON_IAR2025.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
5225,IHH Healthcare Berhad,report_located_and_reviewed,True,2023,https://www.ihhhealthcare.com/docs/default-source/ihh-documents/sustainability/sustainability_report_2023.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
5878,KPJ Healthcare Berhad,report_located_and_reviewed,True,2024,https://kpj.listedcompany.com/newsroom/KPJHB_SR_2024.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
5168,Hartalega Holdings Berhad,report_located_and_reviewed,True,2025,https://www.insage.com.my/IR/cmn/trps02/ArTopGrid.aspx?Symbol=5168,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
7113,Top Glove Corporation Bhd,report_located_and_reviewed,True,2025,https://tgapp.topglove.com/IAR/2025/Sustainability_Report_2025/TG_Sustainability_Report_2025.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
7153,Kossan Rubber Industries Bhd,report_located_and_reviewed,True,2025,https://kossan.com.my/sustainability/,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
7106,Supermax Corporation Berhad,report_located_and_reviewed,True,2025,https://www.supermax.com.my/media/ieqjk1as/annual-report-2025.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
8869,Press Metal Aluminium Holdings Berhad,report_located_and_reviewed,True,2024,https://www.pressmetal.com/pdf/PMetal-IAR2024.pdf,positive_match_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
0166,Inari Amertron Berhad,report_located_and_reviewed,True,2025,https://www.inari-amertron.com/wp-content/uploads/2025/10/FY2025-Inari-Annual-Report-2025.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
0097,ViTrox Corporation Berhad,report_located_and_reviewed,True,2025,https://www.vitrox.com/pdf/investor/annual-report/vitrox_sr2025.pdf,positive_match_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
0128,Frontken Corporation Berhad,report_located_and_reviewed,True,2025,https://www.insage.com.my/interactiveAR/FRONTKN/interactiveAR2025/,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
0208,Greatech Technology Berhad,report_located_and_reviewed,True,2025,https://www.insage.com.my/Upload/Docs/GREATEC/Greatech%20AR2025.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
5292,UWC Berhad,report_located_and_reviewed,True,2025,https://www.uwcberhad.com.my/wp-content/uploads/2026/01/Annual-Report-2025.pdf,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
1818,Bursa Malaysia Berhad,report_located_and_reviewed,True,2024,https://bursa.listedcompany.com/iar_2024.html,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
5014,Malaysia Airports Holdings Berhad,report_located_and_reviewed,True,2023,https://corporate.malaysiaairports.com.my/en/about-us/reports/annual-report,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
3182,Genting Berhad,report_located_and_reviewed,True,2025,https://www.genting.com/sustainability-reports,not_verified,False,"Official sustainability, integrated or annual report located and reviewed. After the completed search, unsupported D7 pillars are scored 0 under the user-approved 2026-08-27 zero-fill policy; raw undisclosed facts remain blank."
