role_id,masco_code,role_title,original_inventory,core_candidates,approved_core_candidates,conditional_skills,empty_digital_band,mapping_confidence,mapping_relation,mapping_approval,status
M151132,151132,Information Technology Business Development Manager,32,16,16,16,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M151135,151135,Software Development Manager,48,23,23,25,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M161202,161202,"Director, Nursing",106,92,0,14,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M161210,161210,Phytonutrients Manager,82,28,0,54,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M161211,161211,Health Educator,33,14,14,19,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M211101,211101,Physicist,94,50,50,44,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M211129,211129,Astronaut,31,18,18,13,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M211201,211201,Meteorological Officer Grade C41,65,40,40,25,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M211202,211202,Meteorologist,65,40,40,25,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M211210,211210,"Meteorologist, Environmental",65,40,40,25,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M211211,211211,"Meteorologist, Numerical Weather Prediction Modeling",65,40,40,25,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M211302,211302,Chemist,96,55,55,41,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M211402,211402,Geologist,87,47,47,40,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M211424,211424,Hydrologist,79,45,45,34,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M211432,211432,Geoscientist,87,47,47,40,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M212101,212101,Statistician Grade E41,85,50,50,35,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M212102,212102,Mathematician,80,44,44,36,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M212106,212106,"Statistician, Applied Statistics",85,50,50,35,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M212112,212112,Pricing Actuarie,35,14,14,21,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M212113,212113,Valuation Actuarie,35,14,14,21,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M212115,212115,Metrologist,65,48,48,17,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213101,213101,Wildlife Officer Grade G41,62,28,28,34,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213103,213103,Microbiologist,85,53,53,32,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213104,213104,Serologist,78,49,49,29,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213108,213108,Biologist,98,38,38,60,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213117,213117,Cystologist,55,37,0,18,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M213120,213120,Botanist,31,25,25,6,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213151,213151,Ecologist,92,45,45,47,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213169,213169,Arborist,34,26,26,8,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213202,213202,Conservator of Forests Grade G41,37,23,0,14,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M213203,213203,Agricultural Officer Grade G41,81,35,0,46,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M213204,213204,Land Planning Officer Grade G41,38,19,19,19,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213205,213205,Agricultural Officer,81,35,0,46,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M213209,213209,Farm Demonstrator,81,35,0,46,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M213210,213210,Forestry Officer,37,23,0,14,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M213214,213214,Aquaculture Executive,63,39,39,24,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213301,213301,Environmental Control Officer Grade C41,37,16,0,21,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M213302,213302,Agronomist,81,35,35,46,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213304,213304,Agricultural Scientist,74,53,53,21,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213305,213305,Floriculturist,82,42,0,40,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M213306,213306,Horticulturist,24,16,0,8,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M213315,213315,Wood Analyst,52,28,0,24,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M213316,213316,Animal Scientist,56,46,0,10,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M213317,213317,Environmental Research Scientist,82,56,56,26,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213318,213318,Conservation Officer,62,28,28,34,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213322,213322,Environmental Consultant,56,31,31,25,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213402,213402,Biochemist,93,54,54,39,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213409,213409,Endocrinologists,178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213410,213410,Physiologists,83,41,41,42,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213416,213416,Pharmacologists,89,55,55,34,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213422,213422,Pathologist,178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213433,213433,Bio-Fermentation Specialist,71,45,0,26,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M213435,213435,Bee Cultivation Specialist,39,27,27,12,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M213436,213436,Embryologist,92,53,0,39,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M214101,214101,Automation Engineer,109,45,45,64,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214102,214102,Robotics Engineer,53,17,17,36,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214103,214103,Industrial Engineer,77,9,9,68,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214106,214106,Communication Analyst,61,33,0,28,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M214110,214110,Systems Engineer (Except Computers),77,9,9,68,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214111,214111,Systems Design Engineer (Except Computers),49,17,17,32,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214115,214115,Cost Evaluation Engineer,33,13,0,20,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M214120,214120,Ceramics Technologist,47,27,27,20,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214142,214142,Photonic Engineer,105,41,41,64,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214144,214144,SCADA Engineer,109,45,45,64,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214155,214155,Energy Engineer,108,46,46,62,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214156,214156,Renewable Energy Engineer,93,42,42,51,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214157,214157,Environment Engineer,83,52,52,31,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214159,214159,Energy Auditor,31,27,27,4,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214169,214169,Materials Engineer,47,27,27,20,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214202,214202,Engineer Grade J41,96,30,30,66,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214206,214206,Civil Engineering Technologist,96,30,30,66,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214207,214207,Civil Engineer,96,30,30,66,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214238,214238,Foundation Engineer,45,20,0,25,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M214245,214245,Quantity Surveyor Grade J41,41,19,19,22,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214246,214246,Building Surveyor Grade J41,26,11,11,15,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214248,214248,Quantity Surveyor,41,19,19,22,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214301,214301,Environmental Engineer,83,52,52,31,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214305,214305,Environmental Analyst,82,56,56,26,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214402,214402,Mechanical Engineer,92,40,40,52,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214404,214404,Lift Engineer,58,31,0,27,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M214413,214413,Internal Combustion Engine Engineer,25,12,12,13,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214436,214436,Welding Engineer,53,29,29,24,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214443,214443,Engineering Technologist,92,40,40,52,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214458,214458,Robotic Technologist,63,29,29,34,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214459,214459,Aerospace Engineer,47,19,19,28,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214503,214503,Chemical Engineer,106,18,18,88,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214601,214601,Mining Engineer,21,13,0,8,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M214606,214606,Petroleum Mining Engineer,27,24,0,3,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M214609,214609,Metallurgist,50,17,17,33,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214616,214616,Assayer,27,16,16,11,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214624,214624,Marine Section Leader,39,28,0,11,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M214641,214641,Hydraulics Engineer,40,20,20,20,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214642,214642,Water Management Engineer,73,24,0,49,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M214645,214645,Pipeline Mechanical Engineer,35,19,0,16,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M214648,214648,Pipe Stress Engineer,35,19,0,16,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M214649,214649,Blasting Expert,22,16,16,6,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214901,214901,Explosive Ordnance Engineer,22,16,0,6,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M214902,214902,Marine Salvage Engineer,72,20,0,52,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M214907,214907,Industrial Health and Safety Engineer,62,11,11,51,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214913,214913,Field Service Engineer,37,15,0,22,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M214918,214918,Research Engineer,37,14,14,23,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214919,214919,Biomedical Engineer,67,25,25,42,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214920,214920,Optical Engineer,118,33,33,85,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M214921,214921,Quality Assurance/Quality Control Inspection Engineer (QA/QC),37,16,0,21,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M214922,214922,Factories and Machinery Inspector Grade J41,61,34,0,27,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M214923,214923,Commissioning Engineer,33,20,20,13,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M215102,215102,Electrical Engineer,108,42,42,66,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M215135,215135,Electrical Energy Auditor,31,27,27,4,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M215136,215136,Electrical Superintendent,57,27,27,30,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
